PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Function	GeneNameText	id	Interacting Gene	CellOntologyID	Marker Type	Disease Name
22008477	HSPA5	I Marker	Liver cell	Normal cell	Liver	low-throughput	Weston blot;Hoechst staining	Cysteine aggravates palmitate-induced cell death in hepatocytes	Mechanistic investigations revealed that pretreatment of hepatocytes with cysteine enhanced palmitate-induced unfolded protein response (UPR), evidenced by increased intracellular protein abundance of ER stress markers, including DDIT3, GRP-78.		3709	DDIT3	CL_0000182	Disease Marker	Non-Alcoholic steatohepatitis
22008477	DDIT3	TFMarker	Liver cell	Normal cell	Liver	low-throughput	Weston blot;Hoechst staining	Cysteine aggravates palmitate-induced cell death in hepatocytes	DDIT3 is an endoplasmic reticulum(ER) stress markers.		3710	HSPA5	CL_0000182	Disease Marker	Non-Alcoholic steatohepatitis
22014055	NCAM1	I Marker	Nerve cell	Normal cell	Lung	low-throughput	Microscopic observation	Morphology and antigen expression profile of pulmonary neuroendocrine cells in reactive proliferations and diffuse idiopathic pulmonary neuroendocrine cell hyperplasia (DIPNECH)	NCAM is one of the markers of epithelial differentiation.		3711	TTF1	CL_0002319	Disease Marker	Diffuse Idiopathic pulmonary NeuroEndocrine cell hyperplasia
22014055	TTF1	TFMarker	Nerve cell	Normal cell	Lung	low-throughput	Microscopic observation	Morphology and antigen expression profile of pulmonary neuroendocrine cells in reactive proliferations and diffuse idiopathic pulmonary neuroendocrine cell hyperplasia (DIPNECH)	TTF-1 is one of the markers of epithelial differentiation.		3712	NCAM1	CL_0002319	Disease Marker	Diffuse Idiopathic pulmonary NeuroEndocrine cell hyperplasia
22028024	LHX2	TF	Stem cell	Normal cell	Skin	low-throughput + high-throughput	Immunohistochemistry;Weston blot;qRT-PCR;ChIP-qPCR	Lhx2 differentially regulates Sox9, Tcf4 and Lgr5 in hair follicle stem cells to promote epidermal regeneration after injury	The LHX2 transcription factor plays essential roles in morphogenesis and patterning of ectodermal derivatives as well as in controlling stem cell activity		3713	SOX9;TCF4;LGR5	CL_0000034	Disease Marker	Epidermal injury
22028024	SOX9	T Marker	Stem cell	Normal cell	Skin	low-throughput + high-throughput	Immunohistochemistry;Weston blot;qRT-PCR;ChIP-qPCR	Lhx2 differentially regulates Sox9, Tcf4 and Lgr5 in hair follicle stem cells to promote epidermal regeneration after injury	SOX9 is positively regulated by Lhx2.		3714	SOX9	CL_0000034	Disease Marker	Epidermal injury
22028024	TCF4	T Marker	Stem cell	Normal cell	Skin	low-throughput + high-throughput	Immunohistochemistry;Weston blot;qRT-PCR;ChIP-qPCR	Lhx2 differentially regulates Sox9, Tcf4 and Lgr5 in hair follicle stem cells to promote epidermal regeneration after injury	TCF4 is positively regulated by Lhx2.		3715	SOX9	CL_0000034	Disease Marker	Epidermal injury
22028024	LGR5	T Marker	Stem cell	Normal cell	Skin	low-throughput + high-throughput	Immunohistochemistry;Weston blot;qRT-PCR;ChIP-qPCR	Lhx2 differentially regulates Sox9, Tcf4 and Lgr5 in hair follicle stem cells to promote epidermal regeneration after injury	LGR5 is negatively regulated by Lhx2.		3716	SOX9	CL_0000034	Disease Marker	Epidermal injury
22028166	CD44	I Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.		3717	NT5E;THY1;ENG		Cell Marker	
22028166	NT5E	I Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.		3718	THY1;ENG;CD44		Cell Marker	
22028166	THY1	I Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.		3719	NT5E;ENG;CD44		Cell Marker	
22028166	ENG	I Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.		3720	NT5E;THY1;CD44		Cell Marker	
22028166	CD14	I Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.		3721	PROM1;PTPRC;CD34;PECAM1;KIT		Cell Marker	
22028166	PECAM1	I Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.		3722	PROM1;PTPRC;CD34;KIT;CD14		Cell Marker	
22028166	CD34	I Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.		3723	PROM1;PTPRC;PECAM1;KIT;CD14		Cell Marker	
22028166	PTPRC	I Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.		3724	PROM1;CD34;PECAM1;KIT;CD14		Cell Marker	
22028166	KIT	I Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.		3725	PROM1;PTPRC;CD34;PECAM1;CD14		Cell Marker	
22028166	PROM1	I Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	These ASCs expressed CD44, CD73, CD90, CD105, and HLA-ABC but not CD14, CD31, CD34, CD45, CD117, CD133, and HLA-DR.		3726	PTPRC;CD34;PECAM1;KIT;CD14		Cell Marker	
22028166	KLF4	TFMarker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	Expression of stemness-related transcription factors, KLF4, NANOG, SOX2, and POU5F1 was not decreased		3727	POU5F1;NANOG;SOX2		Cell Marker	
22028166	NANOG	TFMarker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	Expression of stemness-related transcription factors, KLF4, NANOG, SOX2, and POU5F1 was not decreased		3728	POU5F1;KLF4;SOX2		Cell Marker	
22028166	SOX2	TFMarker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	Expression of stemness-related transcription factors, KLF4, NANOG, SOX2, and POU5F1 was not decreased		3729	NANOG;KLF4;POU5F1		Cell Marker	
22028166	POU5F1	TFMarker	Adipocyte cell	Normal cell	Adipose	low-throughput	Immunohistochemistry;RT-PCR;Flow cytometry;Immunoblotting;Immunocytochemistry;Weston blot	Rapid Isolation of Adipose Tissue-Derived Stem Cells by the Storage of Lipoaspirates	Expression of stemness-related transcription factors, KLF4, NANOG, SOX2, and POU5F1 was not decreased		3730	NANOG;KLF4;SOX2		Cell Marker	
22035050	RUNX2	TFMarker	Osteoblast cell	Normal cell	Bone	low-throughput	RT-PCR	The effect of a new direct Factor Xa inhibitor on human osteoblasts: an in-vitro study comparing the effect of rivaroxaban with enoxaparin	The reduction of the expression in RUNX2 play a role in a reduction in osteoblast function.		3731	BMP2	CL_0000062	Disease Marker	Thromboembolism
22035050	BMP2	TFMarker	Osteoblast cell	Normal cell	Bone	low-throughput	RT-PCR	The effect of a new direct Factor Xa inhibitor on human osteoblasts: an in-vitro study comparing the effect of rivaroxaban with enoxaparin	The reduction of the expression in BMP2 play a role in a reduction in osteoblast function.		3732	RUNX2	CL_0000062	Disease Marker	Thromboembolism
22036215	IFNB1	TF	Mononuclear cell	Normal cell	Blood	low-throughput	PCR;Weston blot	Type I interferon signature is high in lupus and neuromyelitis optica but low in multiple sclerosis	IFN-β-induced responses in PBMNC are elevated in SLE and NMO patients versus MS,providing an explanation for IFN-induced disease worsening in NMO.		3733	STAT1	CL_0000576	Disease Marker	Neuromyelitis optica
22036215	STAT1	T Marker	Mononuclear cell	Normal cell	Blood	low-throughput	PCR;Weston blot	Type I interferon signature is high in lupus and neuromyelitis optica but low in multiple sclerosis	IFN responses in PBMNC were assessed by in vitro IFN-β-induced activation of phospho-tyrosine-STAT1 and phospho-serine-STAT1 transcription factors, and MxA proteins using Western blots.		3734	IFNB1	CL_0000576	Disease Marker	Neuromyelitis optica
22042697	GFI1	TF	Stromal cell	Normal cell	Bone	low-throughput + high-throughput	PCR;Weston blot;Gene knock down;DNA seq	Gfi1 expressed in bone marrow stromal cells is a novel osteoblast suppressor in patients with multiple myeloma bone disease	GFI1 was a novel transcriptional repressor of the critical OB transcription factor Runx2.		3735	RUNX2	CL_0000499	Disease Marker	Multiple sclerosis
22042697	RUNX2	TFMarker	Stromal cell	Normal cell	Bone	low-throughput + high-throughput	PCR;Weston blot;Gene knock down;DNA seq	Gfi1 expressed in bone marrow stromal cells is a novel osteoblast suppressor in patients with multiple myeloma bone disease	RUNX2 is supressed by Gfi1.		3736	GFI1	CL_0000499	Disease Marker	Multiple sclerosis
22046055	DMRT1	TFMarker	Germ cell	Normal cell	Testis	low-throughput	Immunohistochemistry;Immunofluorescent staining;Microscopic observation	Differential marker protein expression specifies rarefaction zone-containing human Adark spermatogonia	DMRT1 is a marker in spermatogonial cell		3737	KIT	CL_0000586	Cell Marker	
22046055	DMRT1	TFMarker	Germ cell	Normal cell	Testis	low-throughput	Immunohistochemistry;Immunofluorescent staining;Microscopic observation	Differential marker protein expression specifies rarefaction zone-containing human Adark spermatogonia	DMRT1 is a marker in spermatogonial cell		3738	KIT	CL_0000670	Cell Marker	
22046312	POU5F1	TFMarker	Stem cell	Normal cell	Liver	low-throughput	PCR;Weston blot;Immunofluorescent staining;Flow cytometry	Efficient Generation of Fully Reprogrammed Human iPS Cells via Polycistronic Retroviral Vector and a New Cocktail of Chemical Compounds	The combination of POU5F1, KLF4, SOX2 and MYC, or POU5F1, SOX2,NANOG, and LIN28 can express human ES cells markers and exhibit pluripotency demonstrated by their abilities to differentiate into the three germ layers in vitro and in vivo. 		3739	KLF4;SOX2;MYC	CL_0000034	Cell Marker	
22046312	KLF4	TFMarker	Stem cell	Normal cell	Liver	low-throughput	PCR;Weston blot;Immunofluorescent staining;Flow cytometry	Efficient Generation of Fully Reprogrammed Human iPS Cells via Polycistronic Retroviral Vector and a New Cocktail of Chemical Compounds	The combination of POU5F1, KLF4, SOX2 and MYC, or POU5F1, SOX2,NANOG, and LIN28 can express human ES cells markers and exhibit pluripotency demonstrated by their abilities to differentiate into the three germ layers in vitro and in vivo. 		3740	MYC;POU5F1;SOX2	CL_0000034	Cell Marker	
22046312	SOX2	TFMarker	Stem cell	Normal cell	Liver	low-throughput	PCR;Weston blot;Immunofluorescent staining;Flow cytometry	Efficient Generation of Fully Reprogrammed Human iPS Cells via Polycistronic Retroviral Vector and a New Cocktail of Chemical Compounds	The combination of POU5F1, KLF4, SOX2 and MYC, or POU5F1, SOX2,NANOG, and LIN28 can express human ES cells markers and exhibit pluripotency demonstrated by their abilities to differentiate into the three germ layers in vitro and in vivo. 		3741	KLF4;POU5F1;MYC	CL_0000034	Cell Marker	
22046312	MYC	TFMarker	Stem cell	Normal cell	Liver	low-throughput	PCR;Weston blot;Immunofluorescent staining;Flow cytometry	Efficient Generation of Fully Reprogrammed Human iPS Cells via Polycistronic Retroviral Vector and a New Cocktail of Chemical Compounds	The combination of POU5F1, KLF4, SOX2 and MYC, or POU5F1, SOX2,NANOG, and LIN28 can express human ES cells markers and exhibit pluripotency demonstrated by their abilities to differentiate into the three germ layers in vitro and in vivo. 		3742	KLF4;POU5F1;SOX2	CL_0000034	Cell Marker	
22050637	RUNX2	TFMarker	Adipocyte cell	Normal cell	Bone	low-throughput	PCR;Flow cytometry	The Sulfated Polysaccharide Fucoidan Stimulates Osteogenic Differentiation of Human Adipose-Derived Stem Cells	RUNX2 is an osteogenesis-specific marker in adipose-derived stem cell		3743	ALPL		Cell Marker	
22090434	ALPL	T Marker	Mesenchyme cell	Normal cell	Bone	low-throughput	qRT-PCR;qPCR	Osteogenesis of human mesenchymalstem cells on micro-patterned surfaces	Early-marker alkaline phosphatase (ALP) and mid-markers, small body size and mothers against decapentaplegic-related protein-1 (SMAD1), runt-related transcription factor-2 (RUNX2), and osteopontin were studied using quantitative real-time polymerase chain reaction.		3744	RUNX2	CL_0008019	Cell Marker	
22090434	RUNX2	TF	Mesenchyme cell	Normal cell	Bone	low-throughput	qRT-PCR;qPCR	Osteogenesis of human mesenchymalstem cells on micro-patterned surfaces	Early-marker alkaline phosphatase (ALP) and mid-markers, small body size and mothers against decapentaplegic-related protein-1 (SMAD1), runt-related transcription factor-2 (RUNX2), and osteopontin were studied using quantitative real-time polymerase chain reaction.		3745	ALPL	CL_0008019	Cell Marker	
22096509	ETS1	TF Pmarker	Muscle cell	Normal cell	Muscle	low-throughput	PCR;Immunofluorescent staining	Immune Response and Mitochondrial Metabolism Are Commonly Deregulated in DMD and Aging Skeletal Muscle	ETS1 regulates the expression of several angiogenic and extracellular matrix remodeling factors promoting an invasive phenotype 		3746	ESRRA	CL_0000187	Disease Marker	Duchenne Muscular Dystrophy
22096509	IRF1	TF Pmarker	Muscle cell	Normal cell	Muscle	low-throughput	PCR;Immunofluorescent staining	Immune Response and Mitochondrial Metabolism Are Commonly Deregulated in DMD and Aging Skeletal Muscle	IRF1 is a multifunctional transcription factor acting downstream of the JAK/STAT pathway, and notably involved in cell growth regulation, inflammation, immune response and immune activation		3747	ESRRA	CL_0000187	Disease Marker	Duchenne Muscular Dystrophy
22096509	NF1	TF Pmarker	Muscle cell	Normal cell	Muscle	low-throughput	PCR;Immunofluorescent staining	Immune Response and Mitochondrial Metabolism Are Commonly Deregulated in DMD and Aging Skeletal Muscle	NF1 is required for the development and the maintenance of the musculoskeletal system and could contribute to the musculoskeletal problems in patients affected with neurofibromatosis type 1. 		3748	ESRRA	CL_0000187	Disease Marker	Duchenne Muscular Dystrophy
22096509	ESRRA	TFMarker	Muscle cell	Normal cell	Muscle	low-throughput	PCR;Immunofluorescent staining	Immune Response and Mitochondrial Metabolism Are Commonly Deregulated in DMD and Aging Skeletal Muscle	Deregulation ESRRA could be responsible, at least in part, for the same transcriptome changes initiating the chronic muscle atrophy. This study suggests that distinct pathophysiological processes may share common gene responses and pathways related to specific transcription factors.		3749	NF1;IRF1;ETS1	CL_0000187	Disease Marker	Duchenne Muscular Dystrophy
22102413	COL2A1	TF Pmarker	Cartilage cell	Normal cell	Cartilage	low-throughput	PCR;Immunofluorescent staining;Weston blot	Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*	COL2A1 is a marker in human chondrocyte.		3750	MIR145	CL_0000138	Cell Marker	
22102413	MIR675	I Marker	Cartilage cell	Normal cell	Cartilage	low-throughput	PCR;Immunofluorescent staining;Weston blot	Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*	MIR675 is a marker in human chondrocyte.		3751	MIR145	CL_0000138	Cell Marker	
22102413	MIR140	I Marker	Cartilage cell	Normal cell	Cartilage	low-throughput	PCR;Immunofluorescent staining;Weston blot	Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*	MIR140 is a marker in human chondrocyte.		3752	MIR145	CL_0000138	Cell Marker	
22102413	RUNX2	T Marker	Cartilage cell	Normal cell	Cartilage	low-throughput	PCR;Immunofluorescent staining;Weston blot	Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*	RUNX2 is a marker in human chondrocyte.		3753	MIR145	CL_0000138	Cell Marker	
22102413	MMP13	T Marker	Cartilage cell	Normal cell	Cartilage	low-throughput	PCR;Immunofluorescent staining;Weston blot	Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*	MMP13 is a marker in human chondrocyte.		3754	MIR145	CL_0000138	Cell Marker	
22102413	ACAN	TF Pmarker	Cartilage cell	Normal cell	Cartilage	low-throughput	PCR;Immunofluorescent staining;Weston blot	Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*	ACAN is a marker in human chondrocyte.		3755	MIR145	CL_0000138	Cell Marker	
22102413	MIR145	I Marker	Cartilage cell	Normal cell	Cartilage	low-throughput	PCR;Immunofluorescent staining;Weston blot	Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*	We propose MIR145 as an important regulator of human chondrocyte function and a new target for cartilage repair.		3756	ACAN;MMP13;MIR675;MIR140;RUNX2;COL2A1	CL_0000138	Cell Marker	
22102413	SOX9	TF	Cartilage cell	Normal cell	Cartilage	low-throughput	PCR;Immunofluorescent staining;Weston blot	Regulation of Human Chondrocyte Function through Direct Inhibition of Cartilage Master Regulator SOX9 by MicroRNA-145 (miRNA-145)*	SOX9 have an effect on the production of a specialized, mechanocompetent extracellular matrix.		3757	MIR145	CL_0000138	Disease Marker	Campomelic dysplasia
22107041	PPARG	T Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	RT-PCR;Microscopic observation	In Vitro Study of Antiadipogenic Profile of Latanoprost, Travoprost, Bimatoprost, and Tafluprost in Human Orbital Preadiopocytes	PGF2a and topical prostaglandin analogs down-regulated the expression of PPARg and C/EBPa, and inhibited accumulation of intra-cytoplasmic lipid droplets and expression of LPL compared with the untreated control. 		3758			Cell Marker	
22107041	CEBPA	T Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	RT-PCR;Microscopic observation	In Vitro Study of Antiadipogenic Profile of Latanoprost, Travoprost, Bimatoprost, and Tafluprost in Human Orbital Preadiopocytes	PGF2a and topical prostaglandin analogs down-regulated the expression of PPARg and C/EBPa, and inhibited accumulation of intra-cytoplasmic lipid droplets and expression of LPL compared with the untreated control. 		3759			Cell Marker	
22107041	LPL	T Marker	Adipocyte cell	Normal cell	Adipose	low-throughput	RT-PCR;Microscopic observation	In Vitro Study of Antiadipogenic Profile of Latanoprost, Travoprost, Bimatoprost, and Tafluprost in Human Orbital Preadiopocytes	LPL is an adipocyte expression marker in human preorbital fat cells		3760			Cell Marker	
22107079	DLX3	TF Pmarker	Stem cell	Normal cell	Bone	low-throughput	PCR;Flow cytometry;Immunofluorescent staining;Weston blot	The Transcription Factor DLX3 Regulates the Osteogenic Differentiation of Human Dental Follicle Precursor Cells	The transcription factor DLX3 plays a decisive role in bone development of vertebrates.		3761	BMP2	CL_0000034	Cell Marker	
22107079	BMP2	TF Pmarker	Stem cell	Normal cell	Bone	low-throughput	PCR;Flow cytometry;Immunofluorescent staining;Weston blot	The Transcription Factor DLX3 Regulates the Osteogenic Differentiation of Human Dental Follicle Precursor Cells	BMP2 did highly induce DLX3 and reverse the inhibitory effect of DLX3 silencing in osteogenic differentiation.		3762	DLX3	CL_0000034	Cell Marker	
22110141	VEGFA	T Marker	Osteoblast cell	Normal cell	Bone	low-throughput	RT-PCR;Immunofluorescent staining;Weston blot;Immunohistochemistry;Gene knock out	Transcriptional Regulation of Vascular Endothelial Growth Factor (VEGF) by Osteoblast-specific Transcription Factor Osterix (Osx) in Osteoblasts*	VEGFA is involved in both angiogenesis and osteogenesis.		3763	OSX	CL_0000062	Disease Marker	Osteoporosis
22110141	OSX	TF	Osteoblast cell	Normal cell	Bone	low-throughput	RT-PCR;Immunofluorescent staining;Weston blot;Immunohistochemistry;Gene knock out	Transcriptional Regulation of Vascular Endothelial Growth Factor (VEGF) by Osteoblast-specific Transcription Factor Osterix (Osx) in Osteoblasts*	OSX is an osteoblast-specific transcription factor required for bone formation and osteoblast differentiation.		3764	VEGFA	CL_0000062	Disease Marker	Osteoporosis
22115494	NFE2	TFMarker	K562 cell	Normal cell	Lymph	high-throughput	ChIP-seq	Clustered ChIP-Seq-defined transcription factor binding sites and histone modifications map distinct classes of regulatory elements	GATA2 maps to both methylated lysine 4 on histone H3 (H3K4me3) and H3K4me1, but not to annotated promoters, whereas NFE2 has a higher preference for H3K4me1		3765	GATA2		Cell Marker	
22115494	GATA2	TFMarker	K562 cell	Normal cell	Lymph	high-throughput	ChIP-seq	Clustered ChIP-Seq-defined transcription factor binding sites and histone modifications map distinct classes of regulatory elements	GATA2 maps to both methylated lysine 4 on histone H3 (H3K4me3) and H3K4me1, but not to annotated promoters, whereas NFE2 has a higher preference for H3K4me1		3766	NFE2		Cell Marker	
22115820	RUNX2	TFMarker	Stem cell	Normal cell	Lung	low-throughput	PCR;Weston blot	Effects of nicotine on proliferation and osteoblast differentiation in human alveolar bone marrow-derived mesenchymal stem cells	Runx2 is a marker in human alveolar bone marrow-derived mesenchymal stem cell		3767	ALPL	CL_0000034	Disease Marker	Effects of nicotine on cell proliferation and differentiation
22136131	SOX2	TFMarker	Stem cell	Normal cell	Embryo	low-throughput	Immunofluorescent staining;PCR;Flow cytometry	Maintenance of Human Embryonic Stem Cells in Media Conditioned by Human Mesenchymal Stem Cells Obviates the Requirement of Exogenous Basic Fibroblast Growth Factor Supplementation	Expression of the ESC factors POU5F1, SOX2, NANOG as seen by RT-PCR		3768	FGF2	CL_0000034	Cell Marker	
22136131	POU5F1	TFMarker	Stem cell	Normal cell	Embryo	low-throughput	Immunofluorescent staining;PCR;Flow cytometry	Maintenance of Human Embryonic Stem Cells in Media Conditioned by Human Mesenchymal Stem Cells Obviates the Requirement of Exogenous Basic Fibroblast Growth Factor Supplementation	Expression of the ESC factors POU5F1, SOX2, NANOG as seen by RT-PCR		3769	FGF2	CL_0000034	Cell Marker	
22136131	NANOG	TFMarker	Stem cell	Normal cell	Embryo	low-throughput	Immunofluorescent staining;PCR;Flow cytometry	Maintenance of Human Embryonic Stem Cells in Media Conditioned by Human Mesenchymal Stem Cells Obviates the Requirement of Exogenous Basic Fibroblast Growth Factor Supplementation	Expression of the ESC factors POU5F1, SOX2, NANOG as seen by RT-PCR		3770	FGF2	CL_0000034	Cell Marker	
22136131	FGF2	TFMarker	Stem cell	Normal cell	Embryo	low-throughput	Immunofluorescent staining;PCR;Flow cytometry	Maintenance of Human Embryonic Stem Cells in Media Conditioned by Human Mesenchymal Stem Cells Obviates the Requirement of Exogenous Basic Fibroblast Growth Factor Supplementation	FGF2, a master hESC-sustaining factor, is still added in nearly all medium formulations for hESC propagation.		3771	NANOG;POU5F1;SOX2	CL_0000034	Cell Marker	
22136171	SOX17	TFMarker	Liver cell	Normal cell	Liver	low-throughput	LM;IHC;IF;Microscopic observation	"Biliary tree stem⁄progenitor cells in glands of extrahepatic and intraheptic bile ducts: an anatomical
in situ study yielding evidence of maturational lineages"	SOX17 is a marker in endoderm cell.		3772	NCAM1;CXCR4;POU5F1;LGR5;EPCAM	CL_0000182	Cell Marker	
22136171	EPCAM	TFMarker	Liver cell	Normal cell	Liver	low-throughput	LM;IHC;IF;Microscopic observation	"Biliary tree stem⁄progenitor cells in glands of extrahepatic and intraheptic bile ducts: an anatomical
in situ study yielding evidence of maturational lineages"	EPCAM is a marker in endoderm cell.		3773	NCAM1;CXCR4;POU5F1;SOX17;LGR5	CL_0000182	Cell Marker	
22136171	NCAM1	TFMarker	Liver cell	Normal cell	Liver	low-throughput	LM;IHC;IF;Microscopic observation	"Biliary tree stem⁄progenitor cells in glands of extrahepatic and intraheptic bile ducts: an anatomical
in situ study yielding evidence of maturational lineages"	NCAM is a marker in endoderm cell.		3774	CXCR4;POU5F1;SOX17;LGR5;EPCAM	CL_0000182	Cell Marker	
22136171	CXCR4	TFMarker	Liver cell	Normal cell	Liver	low-throughput	LM;IHC;IF;Microscopic observation	"Biliary tree stem⁄progenitor cells in glands of extrahepatic and intraheptic bile ducts: an anatomical
in situ study yielding evidence of maturational lineages"	CXCR4 is a marker in endoderm cell.		3775	NCAM1;POU5F1;SOX17;LGR5;EPCAM	CL_0000182	Cell Marker	
22136171	LGR5	TFMarker	Liver cell	Normal cell	Liver	low-throughput	LM;IHC;IF;Microscopic observation	"Biliary tree stem⁄progenitor cells in glands of extrahepatic and intraheptic bile ducts: an anatomical
in situ study yielding evidence of maturational lineages"	LGR5 is a marker in endoderm cell.		3776	NCAM1;CXCR4;POU5F1;SOX17;EPCAM	CL_0000182	Cell Marker	
22136171	POU5F1	TFMarker	Liver cell	Normal cell	Liver	low-throughput	LM;IHC;IF;Microscopic observation	"Biliary tree stem⁄progenitor cells in glands of extrahepatic and intraheptic bile ducts: an anatomical
in situ study yielding evidence of maturational lineages"	POU5F1 is a marker in endoderm cell.		3777	NCAM1;CXCR4;SOX17;LGR5;EPCAM	CL_0000182	Cell Marker	
22138297	IL11	TFMarker	Epithelial cell	Normal cell	Lung	low-throughput + high-throughput	qRT--PCR;weston blot;Sequencing technique	MAPK- and PKC/CREB-dependent induction of interleukin-11 by the environmental contaminant formaldehyde in human bronchial epithelial cells	IL-11, well-known to contribute to lung inflammatory diseases, appears thus as a molecular target of FA, which could be involved in putative deleterious inflammatory and fibrogenic pulmonary effects of this VOC.		3778		CL_0000066	Disease Marker	Lung Inflammatory diseases
